timestamp,Temperature,(S1)-SP510,(S2)-SP215
2025-10-23 05:29:01,16.5,-4.873568164480092,-3.7124074477949924
2025-10-23 05:29:03,16.5,-4.873568164480092,-3.7124074477949924
2025-10-23 05:29:04,16.5,-4.387733502805686,-3.7832934774224256
2025-10-23 05:29:06,16.5,-3.793831115086196,-3.676965019326025
2025-10-23 05:29:08,16.5,-5.737084288051369,-3.6415229817535564
2025-10-23 05:29:09,16.5,-5.575193534190451,-3.7124074477949924
2025-10-23 05:29:11,16.5,-5.305356616926156,-3.7832934774224256
2025-10-23 05:29:13,16.5,-4.441718930713172,-3.7124074477949924
2025-10-23 05:29:14,16.5,-4.819590334237711,-3.5706400792981174
2025-10-23 05:29:16,16.5,-4.225771520834394,-3.5706400792981174
2025-10-23 05:29:17,16.5,-4.33374712519006,-3.676965019326025
2025-10-23 05:29:19,16.5,-3.307825505946894,-3.7832934774224256
2025-10-23 05:29:21,16.5,-4.765611554287192,-3.676965019326025
2025-10-23 05:29:22,16.5,-7.517318453887297,-3.676965019326025
2025-10-23 05:29:24,16.5,-7.517318453887297,-3.6415229817535564
2025-10-23 05:29:26,16.5,-8.86529216233241,-3.676965019326025
2025-10-23 05:29:27,16.5,-9.512108707179362,-3.7124074477949924
2025-10-23 05:29:29,16.5,-10.212672303191075,-3.535199214415147
2025-10-23 05:29:30,16.5,-11.882599331191756,-3.676965019326025
2025-10-23 05:29:32,16.5,-12.95948725617068,-3.535199214415147
2025-10-23 05:29:34,16.5,-13.605437667195478,-3.6415229817535564
2025-10-23 05:29:35,16.5,-13.982178918035412,-3.676965019326025
2025-10-23 05:29:37,16.5,-14.520299979757848,-3.7124074477949924
2025-10-23 05:29:39,16.5,-14.466492147272227,-3.7124074477949924
2025-10-23 05:29:40,16.5,-14.950728450149835,-3.6415229817535564
2025-10-23 05:29:42,16.5,-14.789324896563876,-3.4997587404286756
2025-10-23 05:29:44,16.5,-14.305062951566534,-3.4997587404286756
2025-10-23 05:29:45,16.5,-14.251251320248358,-3.535199214415147
2025-10-23 05:29:47,16.5,-14.896928215329321,-3.4997587404286756
2025-10-23 05:29:48,16.5,-14.358873633176572,-3.676965019326025
2025-10-23 05:29:50,16.5,-14.197438739222044,-3.5706400792981174
2025-10-23 05:29:52,16.5,-14.089810728045006,-3.676965019326025
2025-10-23 05:29:53,16.5,-13.336308282494231,-3.535199214415147
2025-10-23 05:29:55,16.5,-13.443962885499147,-3.428878965145231
2025-10-23 05:29:57,16.5,-13.551613689671505,-3.535199214415147
2025-10-23 05:29:58,16.5,-13.659260695011312,-3.4997587404286756
2025-10-23 05:30:00,16.5,-13.605437667195478,-3.428878965145231
2025-10-23 05:30:01,16.5,-13.013321680484175,-3.4997587404286756
2025-10-23 05:30:03,16.5,-13.390136058850759,-3.535199214415147
2025-10-23 05:30:05,16.5,-13.228649880656766,-3.4997587404286756
2025-10-23 05:30:06,16.5,-12.95948725617068,-3.428878965145231
2025-10-23 05:30:08,16.5,-12.636460766418812,-3.428878965145231
2025-10-23 05:30:10,16.5,-11.344012912481544,-3.4997587404286756
2025-10-23 05:30:11,16.5,-10.535955214140293,-3.428878965145231
2025-10-23 05:30:13,16.5,-9.835465695363366,-3.393439663848257
2025-10-23 05:30:15,16.5,-9.13481567591106,-3.428878965145231
2025-10-23 05:30:16,16.5,-8.272256858143214,-3.428878965145231
2025-10-23 05:30:18,16.5,-8.272256858143214,-3.393439663848257
2025-10-23 05:30:19,16.5,-8.002657367913496,-3.3580007534477834
2025-10-23 05:30:21,16.5,-7.5712487987227615,-3.428878965145231
2025-10-23 05:30:23,16.5,-6.654303776213052,-3.4997587404286756
2025-10-23 05:30:24,16.5,-7.031902613501892,-3.428878965145231
2025-10-23 05:30:26,16.5,-6.870080238626931,-3.3580007534477834
2025-10-23 05:30:28,16.5,-6.006883216990133,-3.393439663848257
2025-10-23 05:30:29,16.5,-4.873568164480092,-3.4997587404286756
2025-10-23 05:30:31,16.5,-4.1717822940943545,-3.428878965145231
2025-10-23 05:30:33,16.5,-3.793831115086196,-3.322562233943809
2025-10-23 05:30:34,16.5,-4.441718930713172,-3.2516863676253567
2025-10-23 05:30:36,16.5,-4.65765114526174,-3.4997587404286756
2025-10-23 05:30:37,16.5,-5.359325899795293,-3.3580007534477834
2025-10-23 05:30:39,16.5,-5.683121653139201,-3.393439663848257
2025-10-23 05:30:41,16.5,-6.384561829762589,-3.393439663848257
2025-10-23 05:30:42,16.5,-7.301587577464055,-3.393439663848257
2025-10-23 05:30:44,16.5,-8.056579165375718,-3.322562233943809
2025-10-23 05:30:46,16.5,-9.080912872611608,-3.393439663848257
2025-10-23 05:30:47,16.5,-9.727683831467917,-3.322562233943809
2025-10-23 05:30:49,16.5,-10.64370858679159,-3.322562233943809
2025-10-23 05:30:50,16.5,-10.859203935596527,-3.2516863676253567
2025-10-23 05:30:52,16.5,-11.61331799318838,-3.2516863676253567
2025-10-23 05:30:54,16.5,-11.397875828039188,-3.2516863676253567
2025-10-23 05:30:55,16.5,-11.828744963007358,-3.2516863676253567
2025-10-23 05:30:57,16.5,-9.943243760426261,-3.2162490208108796
2025-10-23 05:30:59,16.5,-8.487919355580495,-3.322562233943809
2025-10-23 05:31:00,16.5,-7.786960680983237,-3.109939325746444
2025-10-23 05:31:02,16.5,-6.11479614060867,-3.2516863676253567
2025-10-23 05:31:04,16.5,-5.575193534190451,-3.2162490208108796
2025-10-23 05:31:05,16.5,-5.305356616926156,-3.180812064892902
2025-10-23 05:31:07,16.5,-4.765611554287192,-3.2162490208108796
2025-10-23 05:31:08,16.5,-4.441718930713172,-3.2516863676253567
2025-10-23 05:31:10,16.5,-3.901821914772077,-3.109939325746444
2025-10-23 05:31:12,16.5,-3.631837792746342,-3.2162490208108796
2025-10-23 05:31:13,16.5,-3.0377891499735505,-3.322562233943809
2025-10-23 05:31:15,16.5,-5.467261616409148,-3.074503542517964
2025-10-23 05:31:17,16.5,-7.517318453887297,-3.2516863676253567
2025-10-23 05:31:18,16.5,-9.350417392027492,-3.2162490208108796
2025-10-23 05:31:20,16.5,-11.77488964511482,-3.074503542517964
2025-10-23 05:31:21,16.5,-13.390136058850759,-3.2516863676253567
2025-10-23 05:31:23,16.5,-15.112123456362546,-3.180812064892902
2025-10-23 05:31:25,16.5,-15.165919892350509,-3.2162490208108796
2025-10-23 05:31:26,16.5,-15.542468352438362,-3.2162490208108796
2025-10-23 05:31:28,16.5,-12.95948725617068,-3.180812064892902
2025-10-23 05:31:30,16.5,-13.174819255175827,-3.074503542517964
2025-10-23 05:31:31,16.5,-11.182418467559783,-3.2516863676253567
2025-10-23 05:31:33,16.5,-9.29651838756059,-3.074503542517964
2025-10-23 05:31:35,16.5,-7.139779448211172,-3.109939325746444
2025-10-23 05:31:36,16.5,-5.575193534190451,-3.2162490208108796
2025-10-23 05:31:38,16.5,-5.683121653139201,-3.322562233943809
2025-10-23 05:31:39,16.5,-5.143443070069919,-3.074503542517964
2025-10-23 05:31:41,16.5,-4.1717822940943545,-3.074503542517964
2025-10-23 05:31:43,16.5,-3.253820134168502,-3.074503542517964
2025-10-23 05:31:44,16.5,-6.2227052653946515,-3.109939325746444
2025-10-23 05:31:46,16.5,-8.86529216233241,-3.109939325746444
2025-10-23 05:31:48,16.5,-11.99030521843614,-3.2162490208108796
2025-10-23 05:31:49,16.5,-13.820724080209985,-2.9681985382115204
2025-10-23 05:31:51,16.5,-14.57410686253533,-3.180812064892902
2025-10-23 05:31:52,16.5,-14.896928215329321,-2.9681985382115204
2025-10-23 05:31:54,16.5,-11.882599331191756,-2.9681985382115204
2025-10-23 05:31:56,16.5,-10.751458160610335,-3.109939325746444
2025-10-23 05:31:57,16.5,-7.5712487987227615,-3.074503542517964
2025-10-23 05:31:59,16.5,-6.11479614060867,-3.074503542517964
2025-10-23 05:32:01,16.5,-4.603669516186805,-3.074503542517964
2025-10-23 05:32:02,16.5,-4.1717822940943545,-3.180812064892902
2025-10-23 05:32:04,16.5,-3.7398342906810504,-2.9681985382115204
2025-10-23 05:32:06,16.5,-5.683121653139201,-2.9681985382115204
2025-10-23 05:32:07,16.5,-8.056579165375718,-3.074503542517964
2025-10-23 05:32:09,16.5,-10.266555162619625,-2.9681985382115204
2025-10-23 05:32:10,16.5,-12.044156737496122,-3.074503542517964
2025-10-23 05:32:12,16.5,-13.336308282494231,-2.9681985382115204
2025-10-23 05:32:14,16.5,-14.089810728045006,-2.9681985382115204
2025-10-23 05:32:15,16.5,-14.681717778965883,-3.074503542517964
2025-10-23 05:32:17,16.5,-14.789324896563876,-2.9681985382115204
2025-10-23 05:32:19,16.5,-12.098007306847968,-2.9681985382115204
2025-10-23 05:32:20,16.5,-11.344012912481544,-3.109939325746444
