timestamp,Temperature,(S1)-SP510,(S2)-SP215
2025-10-21 05:31:01,14.5,-14.251251320248358,-2.5430137016706786
2025-10-21 05:31:03,14.5,-14.089810728045006,-2.436726287706702
2025-10-21 05:31:04,14.5,-14.251251320248358,-2.330442391811219
2025-10-21 05:31:06,14.5,-15.004527735262208,-2.4721550347981953
2025-10-21 05:31:08,14.5,-14.789324896563876,-2.330442391811219
2025-10-21 05:31:09,14.5,-14.789324896563876,-2.365869966213214
2025-10-21 05:31:11,14.5,-15.434887826668238,-2.330442391811219
2025-10-21 05:31:13,14.5,-16.34920120792665,-2.365869966213214
2025-10-21 05:31:14,14.5,-16.564293880480943,-2.330442391811219
2025-10-21 05:31:16,14.5,-17.478268215933976,-2.330442391811219
2025-10-21 05:31:17,14.5,-12.851815558419279,-2.330442391811219
2025-10-21 05:31:19,14.5,-7.301587577464055,-2.295015208305723
2025-10-21 05:31:21,14.5,0.8533669670020214,-2.295015208305723
2025-10-21 05:31:22,14.5,2.58435,-2.224162013984229
2025-10-21 05:31:24,14.5,2.8549039469087294,-2.295015208305723
2025-10-21 05:31:26,14.5,4.153893390502764,-2.224162013984229
2025-10-21 05:31:27,14.5,5.345114266115289,-2.365869966213214
2025-10-21 05:31:29,14.5,4.911889854964079,-2.1887360031682315
2025-10-21 05:31:30,14.5,-2.659698363869061,-2.224162013984229
2025-10-21 05:31:32,14.5,-13.820724080209985,-2.1533103832487326
2025-10-21 05:31:34,14.5,-15.112123456362546,-2.082460316099233
2025-10-21 05:31:35,14.5,-16.08031399880068,-2.224162013984229
2025-10-21 05:31:37,14.5,-18.0157719673665,-2.1533103832487326
2025-10-21 05:31:39,14.5,-9.188717529502375,-2.082460316099233
2025-10-21 05:31:40,14.5,1.0156053140415646,-2.1533103832487326
2025-10-21 05:31:42,14.5,2.58435,-2.082460316099233
2025-10-21 05:31:44,14.5,2.4220290283524224,-2.047035868869233
2025-10-21 05:31:45,14.5,2.800791258110707,-2.1533103832487326
2025-10-21 05:31:47,14.5,4.208029822004246,-2.011611812535731
2025-10-21 05:31:48,14.5,5.995064847818702,-2.082460316099233
2025-10-21 05:31:50,14.5,5.507589090481274,-2.047035868869233
2025-10-21 05:31:52,14.5,2.963132173629189,-2.047035868869233
2025-10-21 05:31:53,14.5,1.0156053140415646,-2.011611812535731
2025-10-21 05:31:55,14.5,-6.384561829762589,-2.011611812535731
2025-10-21 05:31:57,14.5,-13.766903901518567,-2.011611812535731
2025-10-21 05:31:58,14.5,-15.112123456362546,-2.011611812535731
2025-10-21 05:32:00,14.5,-15.219715378630333,-1.9053419889142225
2025-10-21 05:32:02,14.5,-15.219715378630333,-1.9053419889142225
2025-10-21 05:32:03,14.5,-14.896928215329321,-1.9407648725582258
2025-10-21 05:32:05,14.5,-15.596257190761214,-1.9053419889142225
2025-10-21 05:32:06,14.5,-16.08031399880068,-1.799075683361207
