timestamp,Temperature,(S1)-SP510,(S2)-SP215
2025-10-11 05:41:01,17.75,-7.679106639269275,-2.330442391811219
2025-10-11 05:41:03,17.5,-7.247652484087899,-2.330442391811219
2025-10-11 05:41:04,17.5,-9.29651838756059,-2.295015208305723
2025-10-11 05:41:06,17.5,-9.943243760426261,-2.330442391811219
2025-10-11 05:41:08,17.5,-10.158788494054388,-2.330442391811219
2025-10-11 05:41:09,17.5,-9.512108707179362,-2.330442391811219
2025-10-11 05:41:11,17.5,-9.512108707179362,-2.330442391811219
2025-10-11 05:41:13,17.5,-9.512108707179362,-2.295015208305723
2025-10-11 05:41:14,17.5,-9.404315446786255,-2.224162013984229
2025-10-11 05:41:16,17.5,-9.727683831467917,-2.295015208305723
2025-10-11 05:41:17,17.5,-9.943243760426261,-2.1533103832487326
2025-10-11 05:41:19,17.5,-9.997131368395499,-2.1533103832487326
2025-10-11 05:41:21,17.5,-9.78157523826971,-2.224162013984229
2025-10-11 05:41:22,17.5,-9.727683831467917,-2.1533103832487326
2025-10-11 05:41:24,17.5,-8.595744906050305,-2.295015208305723
2025-10-11 05:41:26,17.5,-8.43400515578338,-2.047035868869233
2025-10-11 05:41:27,17.5,-9.404315446786255,-2.1533103832487326
2025-10-11 05:41:29,17.5,-8.164419911175743,-2.1533103832487326
2025-10-11 05:41:30,17.5,-9.727683831467917,-2.1533103832487326
2025-10-11 05:41:32,17.5,-9.29651838756059,-2.1533103832487326
2025-10-11 05:41:34,17.5,-9.404315446786255,-2.1887360031682315
2025-10-11 05:41:35,17.5,-9.13481567591106,-2.082460316099233
2025-10-11 05:41:37,17.5,-9.29651838756059,-2.1887360031682315
2025-10-11 05:41:39,17.5,-9.566003912813708,-2.047035868869233
2025-10-11 05:41:40,17.5,-9.566003912813708,-2.1533103832487326
2025-10-11 05:41:42,17.5,-9.512108707179362,-2.082460316099233
2025-10-11 05:41:44,17.5,-9.619898168739915,-2.047035868869233
2025-10-11 05:41:45,17.5,-9.188717529502375,-2.047035868869233
2025-10-11 05:41:47,17.5,-9.78157523826971,-2.082460316099233
2025-10-11 05:41:48,17.5,-9.350417392027492,-1.9407648725582258
2025-10-11 05:41:50,17.5,-9.619898168739915,-2.011611812535731
2025-10-11 05:41:52,17.5,-9.080912872611608,-1.9407648725582258
2025-10-11 05:41:53,17.5,-9.080912872611608,-1.9407648725582258
2025-10-11 05:41:55,17.5,-9.404315446786255,-1.9053419889142225
2025-10-11 05:41:57,17.5,-9.566003912813708,-1.8699194961667178
2025-10-11 05:41:58,17.75,-9.188717529502375,-1.9053419889142225
2025-10-11 05:42:00,17.5,-8.86529216233241,-1.9053419889142225
2025-10-11 05:42:01,17.5,-8.649656256723004,-1.9407648725582258
2025-10-11 05:42:03,17.5,-8.595744906050305,-1.9407648725582258
2025-10-11 05:42:05,17.5,-7.840886277278008,-1.9053419889142225
2025-10-11 05:42:06,17.5,-6.6003572863392375,-1.799075683361207
2025-10-11 05:42:08,17.5,-3.685836516567765,-1.8699194961667178
2025-10-11 05:42:10,17.5,-0.9306907237987931,-1.799075683361207
2025-10-11 05:42:11,17.5,0.9615249153202452,-1.9407648725582258
2025-10-11 05:42:13,17.75,2.58435,-1.7282334341416923
2025-10-11 05:42:15,17.5,3.3419608829571557,-1.8699194961667178
2025-10-11 05:42:16,17.5,3.2337193603227594,-1.7282334341416923
2025-10-11 05:42:18,17.5,2.800791258110707,-1.7282334341416923
2025-10-11 05:42:19,17.5,0.7452128175163504,-1.7636543633031998
2025-10-11 05:42:21,17.5,-1.8493471203737593,-1.7282334341416923
2025-10-11 05:42:23,17.5,-2.605681595593009,-1.8699194961667178
2025-10-11 05:42:24,17.5,-3.523837495979079,-1.8699194961667178
2025-10-11 05:42:26,17.5,-4.225771520834394,-1.8699194961667178
2025-10-11 05:42:28,17.5,-3.7398342906810504,-1.7282334341416923
2025-10-11 05:42:29,17.5,-3.685836516567765,-1.621972992036166
2025-10-11 05:42:31,17.5,-3.901821914772077,-1.551134651781645
2025-10-11 05:42:33,17.5,-3.685836516567765,-1.7636543633031998
2025-10-11 05:42:34,17.5,-3.901821914772077,-1.7636543633031998
2025-10-11 05:42:36,17.5,-4.603669516186805,-1.7636543633031998
2025-10-11 05:42:37,17.5,-5.251386384348882,-1.5865536264606561
2025-10-11 05:42:39,17.5,-6.11479614060867,-1.621972992036166
2025-10-11 05:42:41,17.5,-8.811384610492267,-1.5865536264606561
2025-10-11 05:42:42,17.5,-10.158788494054388,-1.6573927485081756
2025-10-11 05:42:44,17.5,-12.744140061835322,-1.5865536264606561
2025-10-11 05:42:46,17.5,-15.542468352438362,-1.5865536264606561
2025-10-11 05:42:47,17.5,-14.57410686253533,-1.4448800731236084
2025-10-11 05:42:49,17.5,-12.205705596427244,-1.551134651781645
2025-10-11 05:42:50,17.75,-9.13481567591106,-1.4802978751131213
2025-10-11 05:42:52,17.5,-7.94873462074314,-1.4094626620305943
2025-10-11 05:42:54,17.5,-9.027009119604015,-1.4802978751131213
2025-10-11 05:42:55,17.5,-8.487919355580495,-1.4448800731236084
2025-10-11 05:42:57,17.5,-8.811384610492267,-1.4094626620305943
2025-10-11 05:42:59,17.5,-7.139779448211172,-1.4448800731236084
2025-10-11 05:43:00,17.5,-3.7398342906810504,-1.4094626620305943
2025-10-11 05:43:02,17.5,0.0963676960859452,-1.3386290125340645
2025-10-11 05:43:04,17.5,2.4220290283524224,-1.3386290125340645
2025-10-11 05:43:05,17.75,3.883225478617437,-1.3386290125340645
2025-10-11 05:43:07,17.5,4.316305534131621,-1.4448800731236084
2025-10-11 05:43:08,17.5,2.7466795190208226,-1.3032127741305484
2025-10-11 05:43:10,17.5,2.3679239372195067,-1.3032127741305484
2025-10-11 05:43:12,17.5,-2.3355835085906747,-1.2677969266235318
2025-10-11 05:43:13,17.5,-0.4982868604790949,-1.3032127741305484
2025-10-11 05:43:15,17.75,-2.119487944242317,-1.4094626620305943
2025-10-11 05:43:17,17.5,-3.523837495979079,-1.3032127741305484
2025-10-11 05:43:18,17.5,-3.685836516567765,-1.3032127741305484
2025-10-11 05:43:20,17.5,-3.631837792746342,-1.3032127741305484
2025-10-11 05:43:21,17.75,-2.983779029654466,-1.1969664042989963
2025-10-11 05:43:23,17.5,-3.4158334003792636,-1.1261374455604574
2025-10-11 05:43:25,17.5,-3.307825505946894,-1.1969664042989963
2025-10-11 05:43:26,17.75,-3.0377891499735505,-1.1261374455604574
2025-10-11 05:43:28,17.5,-3.793831115086196,-1.1261374455604574
2025-10-11 05:43:30,17.5,-4.1717822940943545,-1.1615517294814772
2025-10-11 05:43:31,17.5,-5.251386384348882,-1.055310050407916
2025-10-11 05:43:33,17.5,-6.006883216990133,-1.1969664042989963
2025-10-11 05:43:35,17.5,-8.164419911175743,-1.0198969391763941
2025-10-11 05:43:36,17.5,-10.64370858679159,-1.0198969391763941
2025-10-11 05:43:38,17.5,-15.542468352438362,-1.1261374455604574
2025-10-11 05:43:39,17.5,-15.542468352438362,-1.1261374455604574
2025-10-11 05:43:41,17.75,-13.982178918035412,-1.055310050407916
2025-10-11 05:43:43,17.75,-13.605437667195478,-0.9844842188413718
